Date of Joining,Gender,Job Division,WFH Setup Available,Designation Grade,Resource Allocation,Mental Fatigue Score,Burn Rate
09-10-2008,Female,Product,Yes,3,6,7.6,0.6
09-05-2008,Female,Product,No,3,5,,0.58
19-10-2008,Female,Service,Yes,1,4,6.1,0.42
27-11-2008,Male,Service,No,3,6,6.1,0.53
06-02-2008,Female,Product,No,1,4,5.7,0.35
10-06-2008,Female,Product,Yes,4,7,6.6,0.6
17-03-2008,Male,Product,No,3,6,6.5,0.6
06-08-2008,Female,Service,No,3,6,7.1,0.72
12-02-2008,Female,Product,Yes,3,6,5.9,0.48
20-08-2008,Female,Product,No,1,1,,0.28
28-12-2008,Male,Service,No,3,8,8.3,0.79
09-10-2008,Male,Service,No,2,4,7.2,0.54
18-06-2008,Male,Service,Yes,0,1,3.2,0.17
11-09-2008,Male,Product,No,2,5,7.3,0.62
06-06-2008,Female,Product,No,1,3,5.9,0.37
11-07-2008,Male,Service,Yes,3,6,8.9,0.79
17-11-2008,Male,Product,Yes,4,9,9.8,0.92
21-07-2008,Male,Service,No,2,4,6.3,0.56
17-08-2008,Male,Service,Yes,2,3,2.2,0.18
13-05-2008,Male,Product,Yes,3,6,7.2,0.68
28-06-2008,Female,Product,Yes,2,4,4.8,0.35
21-09-2008,Female,Service,No,2,4,,0.23
10-03-2008,Male,Service,No,4,7,7.7,0.76
23-09-2008,Male,Service,No,2,5,6.4,0.41
06-01-2008,Male,Service,Yes,2,5,4.8,0.41
04-08-2008,Male,Service,No,0,2,3.2,0.26
14-07-2008,Female,Service,No,2,3,2.2,0.11
30-04-2008,Female,Service,No,3,5,4.4,0.36
10-09-2008,Female,Service,Yes,2,4,3.5,0.27
11-09-2008,Female,Service,No,3,6,7,0.58
02-11-2008,Female,Service,No,4,7,7,0.57
08-10-2008,Male,Service,Yes,2,4,5,0.37
05-03-2008,Female,Service,No,3,7,8.2,0.66
06-06-2008,Male,Service,No,3,7,,0.74
29-09-2008,Male,Service,Yes,4,7,7.6,0.54
28-11-2008,Female,Service,Yes,3,7,6.9,0.57
25-07-2008,Female,Service,No,1,2,,0.41
27-03-2008,Male,Service,Yes,4,7,7.3,0.63
20-05-2008,Female,Service,Yes,1,2,4.8,0.29
20-01-2008,Female,Product,No,2,6,6.7,0.62
13-11-2008,Male,Product,No,3,5,6.4,0.45
29-06-2008,Male,Service,Yes,1,3,4.4,0.38
28-03-2008,Male,Product,Yes,4,7,7.2,0.5
11-12-2008,Female,Product,Yes,1,2,4.7,0.38
08-10-2008,Male,Product,No,1,1,3,0.13
16-06-2008,Male,Service,Yes,1,3,,0.35
04-08-2008,Female,Service,Yes,3,5,5.3,0.44
29-07-2008,Female,Service,Yes,3,6,5.9,0.36
17-09-2008,Male,Product,Yes,1,3,6,0.38
25-07-2008,Female,Product,Yes,1,2,1,0.03
26-10-2008,Female,Product,Yes,1,3,5.7,0.35
24-08-2008,Female,Service,Yes,0,2,2.8,0.11
29-06-2008,Female,Service,Yes,0,1,0,0
20-12-2008,Male,Service,Yes,2,4,5.3,0.49
30-11-2008,Female,Product,No,3,4,6,0.45
10-01-2008,Male,Service,Yes,1,3,4.3,0.31
31-03-2008,Male,Service,No,2,5,,0.52
02-01-2008,Female,Service,Yes,2,,5.3,0.42
03-06-2008,Male,Service,Yes,0,1,0,0
25-11-2008,Female,Service,No,2,4,6.7,0.62
02-07-2008,Male,Service,No,3,6,7.1,0.62
14-09-2008,Male,Service,No,3,,7,0.61
10-10-2008,Male,Product,Yes,2,3,3.2,0.22
21-04-2008,Female,Service,No,2,5,4.8,0.39
13-03-2008,Female,Service,Yes,0,1,0,0
27-10-2008,Male,Product,No,1,2,3.2,0.22
19-01-2008,Female,Service,Yes,2,2,,0.26
28-03-2008,Male,Service,Yes,2,4,,0.51
30-09-2008,Female,Service,Yes,2,4,5.1,0.47
30-10-2008,Male,Service,No,4,9,7.2,0.7
10-11-2008,Female,Service,Yes,1,3,3.6,0.26
09-01-2008,Female,Product,No,2,5,8.7,0.68
18-08-2008,Female,Product,No,3,5,,0.5
12-02-2008,Female,Product,Yes,2,5,6.5,0.41
02-12-2008,Female,Product,No,1,3,6.1,0.44
04-02-2008,Male,Service,No,1,2,3.1,0.18
02-11-2008,Male,Product,No,2,4,6.2,0.42
28-09-2008,Male,Service,Yes,3,6,6.2,0.56
27-06-2008,Female,Service,No,4,7,7.6,0.74
26-03-2008,Male,Service,Yes,1,2,3.4,
11-05-2008,Male,Product,No,2,5,6.6,0.58
26-02-2008,Female,Product,No,3,6,5.3,0.37
15-03-2008,Female,Product,No,3,6,8.7,0.7
21-10-2008,Female,Service,Yes,2,4,5.8,0.5
27-05-2008,Male,Service,No,4,8,8.6,0.68
15-01-2008,Female,Service,Yes,1,3,4.6,0.36
18-06-2008,Female,Service,Yes,0,1,3.7,0.19
02-04-2008,Female,Product,Yes,0,1,,0.29
25-04-2008,Male,Product,No,3,7,7.4,0.52
22-03-2008,Female,Service,No,3,7,6.3,0.58
31-05-2008,Male,Service,No,4,6,7.6,0.57
17-12-2008,Male,Service,No,4,7,7,0.62
16-01-2008,Male,Service,No,1,3,2.2,0.18
11-03-2008,Male,Service,Yes,2,3,2.7,0.19
15-10-2008,Male,Product,No,2,6,,0.72
29-02-2008,Female,Product,No,2,6,7.8,0.6
06-03-2008,Female,Product,No,3,6,6.6,
25-02-2008,Male,Product,No,3,5,6.3,0.53
06-04-2008,Male,Product,No,3,5,6.7,0.63
13-06-2008,Male,Service,No,3,6,8.2,0.65
08-01-2008,Male,Service,No,4,8,8.2,0.72
09-12-2008,Female,Service,No,1,3,6.2,0.38
11-07-2008,Female,Service,Yes,3,5,6.8,0.47
09-04-2008,Female,Service,Yes,4,9,,0.74
10-05-2008,Female,Product,No,4,7,6.7,0.5
13-12-2008,Female,Service,Yes,0,1,4.7,0.28
18-09-2008,Female,Service,Yes,3,6,6.3,0.4
05-09-2008,Male,Service,Yes,0,1,1.6,0.12
04-07-2008,Female,Product,No,2,,7.1,0.5
13-02-2008,Female,Service,No,3,6,7.2,0.55
17-07-2008,Male,Service,Yes,2,3,5.8,0.47
07-04-2008,Female,Product,No,0,1,,
30-12-2008,Female,Service,No,3,6,4.5,0.4
28-11-2008,Male,Service,Yes,3,8,8.9,0.93
24-03-2008,Female,Product,Yes,2,4,4.2,0.37
03-07-2008,Female,Service,No,0,1,,0.26
12-07-2008,Male,Product,No,3,5,,0.6
11-08-2008,Male,Service,Yes,2,4,5.7,
17-07-2008,Male,Product,No,0,1,,0.02
14-08-2008,Male,Product,Yes,3,5,7.6,0.62
23-03-2008,Female,Service,No,4,,7.7,0.6
02-10-2008,Female,Product,Yes,2,5,5.9,0.45
30-04-2008,Male,Product,No,3,5,6.5,0.51
24-01-2008,Female,Service,No,2,,6.8,0.53
30-10-2008,Male,Product,No,2,5,6.5,0.53
22-02-2008,Male,Service,No,3,,7.8,0.74
26-08-2008,Male,Service,No,2,5,7,
07-06-2008,Female,Service,Yes,1,4,5.6,0.5
26-10-2008,Female,Service,No,1,2,4.4,0.29
27-05-2008,Male,Service,No,1,,5.9,0.5
17-11-2008,Female,Product,No,3,5,5.3,0.4
16-09-2008,Female,Product,No,3,6,8.1,0.66
25-01-2008,Male,Service,No,3,7,6.4,0.55
18-12-2008,Female,Service,Yes,3,5,6.8,0.49
16-06-2008,Male,Service,No,3,6,7.5,0.62
10-01-2008,Female,Service,No,2,4,2.4,0.18
09-01-2008,Female,Service,No,3,5,6.9,0.46
08-12-2008,Female,Product,No,4,8,8.1,0.77
25-05-2008,Male,Service,No,3,6,7.2,0.55
02-09-2008,Female,Product,No,3,6,7.9,0.62
02-03-2008,Female,Service,No,2,5,6.9,0.54
16-05-2008,Male,Product,Yes,5,9,9.8,0.95
25-01-2008,Male,Service,Yes,0,2,3.2,0.18
18-10-2008,Male,Product,Yes,4,7,9.3,0.83
16-09-2008,Female,Service,Yes,2,2,,0.2
17-10-2008,Female,Product,No,1,2,3.3,0.27
19-08-2008,Male,Product,No,2,4,7.3,0.69
04-07-2008,Male,Service,No,2,5,7.1,0.7
27-09-2008,Male,Product,No,2,4,4.9,0.38
16-05-2008,Female,Service,Yes,2,4,3,0.25
09-05-2008,Female,Service,No,5,10,,1
09-06-2008,Female,Service,No,3,5,5.1,0.31
18-03-2008,Male,Product,No,3,6,8.4,0.65
30-03-2008,Female,Service,Yes,2,5,6.1,0.44
25-08-2008,Female,Product,No,1,1,3.4,0.28
15-06-2008,Female,Service,Yes,1,2,0.5,0
14-09-2008,Male,Product,No,2,4,4.7,0.31
05-04-2008,Female,Service,No,4,7,7,0.65
20-12-2008,Female,Service,No,1,4,5.8,0.44
01-04-2008,Male,Service,Yes,3,6,7.7,0.63
15-05-2008,Female,Product,Yes,2,,2.8,0.23
07-05-2008,Female,Service,No,1,4,7.1,0.53
02-12-2008,Female,Service,Yes,1,3,,0.46
10-03-2008,Female,Product,No,1,2,2.4,0.15
11-05-2008,Male,Service,No,4,7,6.5,0.61
05-02-2008,Male,Product,No,3,4,5.4,0.36
26-05-2008,Male,Product,No,2,5,6.6,0.61
27-05-2008,Male,Product,Yes,3,5,6.1,0.4
11-04-2008,Female,Service,Yes,4,7,6.6,0.57
05-11-2008,Male,Service,No,2,,6.4,0.6
09-03-2008,Female,Product,Yes,2,1,,0.1
23-04-2008,Male,Service,Yes,1,3,6.1,0.39
01-05-2008,Male,Product,Yes,4,7,7.2,0.57
07-02-2008,Male,Service,No,2,4,5.2,0.49
27-08-2008,Female,Product,No,1,3,,0.54
12-05-2008,Female,Service,No,2,5,5.6,0.53
06-03-2008,Male,Product,Yes,2,4,7.8,0.67
30-11-2008,Female,Product,No,4,8,8,0.84
18-02-2008,Male,Product,No,3,7,6.1,0.52
17-12-2008,Female,Product,No,1,4,4,0.35
27-10-2008,Male,Service,Yes,2,,6.8,0.5
16-10-2008,Male,Service,No,2,3,3.9,0.21
27-05-2008,Female,Service,Yes,1,4,5.1,0.46
15-09-2008,Male,Service,No,2,6,7.6,0.56
06-10-2008,Male,Product,No,4,8,6.7,0.67
07-06-2008,Female,Product,Yes,2,4,4.7,0.37
23-02-2008,Male,Product,Yes,3,5,6.2,0.58
11-02-2008,Female,Product,Yes,1,3,,0.17
04-09-2008,Female,Service,No,3,7,6.4,0.58
26-08-2008,Male,Service,Yes,2,5,5.9,0.4
30-10-2008,Male,Service,No,3,5,6.1,0.37
19-04-2008,Male,Product,No,0,1,2.5,0.08
21-03-2008,Male,Service,No,2,4,6.4,0.63
05-04-2008,Female,Service,Yes,1,2,5.9,0.39
25-04-2008,Male,Service,No,2,7,9.1,0.75
16-01-2008,Male,Service,Yes,2,6,8.8,0.72
08-07-2008,Female,Service,Yes,3,6,5.5,0.44
21-03-2008,Male,Service,Yes,2,6,6.5,0.57
25-05-2008,Female,Service,No,1,2,3.8,0.16
24-06-2008,Female,Service,Yes,1,2,4.3,0.36
06-09-2008,Female,Service,Yes,1,2,5.8,0.47
19-08-2008,Female,Service,No,3,5,,0.42
25-12-2008,Male,Service,No,3,,,0.85
06-08-2008,Male,Service,No,3,6,6.9,0.65
23-08-2008,Male,Service,No,2,4,8,0.64
19-04-2008,Male,Service,Yes,1,3,1.5,0.12
28-05-2008,Male,Product,Yes,2,5,5.9,0.5
26-02-2008,Female,Service,Yes,2,4,4.9,0.42
25-03-2008,Female,Service,Yes,2,4,,0.21
25-04-2008,Female,Service,No,4,7,,
20-10-2008,Male,Service,Yes,3,5,,0.49
14-08-2008,Male,Product,No,3,5,6.4,0.54
06-06-2008,Male,Service,No,3,7,7.5,0.73
14-06-2008,Male,Service,Yes,3,6,8.3,0.74
29-12-2008,Female,Service,No,2,4,6.4,0.42
09-04-2008,Female,Service,Yes,1,2,2.6,0.13
18-05-2008,Female,Service,Yes,2,4,3.9,0.31
04-05-2008,Female,Service,No,1,,3.3,0.22
01-06-2008,Female,Service,Yes,1,2,1.7,0.11
09-06-2008,Male,Product,Yes,2,4,6.1,0.42
22-10-2008,Female,Product,Yes,1,3,2.3,0.12
09-04-2008,Female,Product,Yes,3,6,5.8,0.47
14-10-2008,Male,Service,Yes,2,3,4,0.3
07-06-2008,Male,Service,Yes,2,3,2.7,0.2
08-11-2008,Female,Product,No,3,5,7.6,0.55
23-06-2008,Female,Service,No,3,5,5.5,0.44
17-06-2008,Male,Product,Yes,3,6,7.2,0.53
17-08-2008,Male,Product,No,4,8,8,
07-01-2008,Female,Service,Yes,1,2,4,0.27
29-07-2008,Female,Service,Yes,3,5,6.2,0.47
24-08-2008,Male,Service,No,2,5,6,0.53
23-09-2008,Male,Service,Yes,2,3,6.2,0.47
12-03-2008,Female,Service,No,1,3,5,0.29
24-07-2008,Male,Service,No,3,5,6.3,0.55
29-06-2008,Female,Service,Yes,2,2,3.3,0.26
30-04-2008,Female,Service,No,2,4,7.8,0.66
03-06-2008,Female,Service,Yes,2,4,5.2,0.47
26-06-2008,Male,Product,No,1,3,5.4,0.41
14-07-2008,Female,Service,Yes,3,5,4.5,0.37
13-03-2008,Female,Product,Yes,3,4,5.7,0.49
25-02-2008,Female,Product,Yes,2,4,6.8,0.59
11-04-2008,Male,Product,Yes,3,5,5.4,0.39
09-06-2008,Female,Service,Yes,2,5,8,
07-09-2008,Female,Product,Yes,3,,6.2,0.49
15-07-2008,Male,Product,Yes,3,5,5.5,0.4
22-10-2008,Female,Service,Yes,2,4,6.7,0.46
02-05-2008,Female,Service,Yes,3,5,4.8,0.36
09-11-2008,Male,Service,No,3,6,10,0.86
09-07-2008,Male,Service,No,1,3,5.7,0.42
12-02-2008,Male,Product,No,3,6,4.7,
11-10-2008,Male,Service,No,1,,6.4,0.47
30-01-2008,Male,Service,No,4,8,9,0.72
15-03-2008,Female,Service,Yes,4,9,9.1,0.78
11-02-2008,Female,Service,Yes,1,2,0,0
18-02-2008,Male,Service,No,1,3,5.1,0.39
08-03-2008,Male,Service,Yes,3,6,6.3,0.56
11-04-2008,Female,Service,Yes,1,3,6.8,0.46
18-10-2008,Male,Service,Yes,2,4,4.2,0.38
07-11-2008,Male,Service,Yes,1,3,5.8,0.35
28-02-2008,Male,Service,Yes,5,9,9.8,0.84
08-04-2008,Female,Service,Yes,1,3,3.7,0.24
03-03-2008,Female,Product,Yes,2,5,6.7,0.44
09-09-2008,Male,Service,No,3,7,5.9,0.51
27-05-2008,Female,Service,Yes,3,5,,0.47
25-11-2008,Female,Service,Yes,1,2,4.2,0.22
04-03-2008,Female,Service,Yes,3,5,5.5,0.37
11-09-2008,Female,Service,Yes,3,,,0.63
15-04-2008,Female,Service,Yes,2,,4.9,
04-10-2008,Female,Product,Yes,1,1,2.6,0.12
16-03-2008,Female,Service,Yes,1,3,,0.49
21-03-2008,Male,Service,Yes,1,1,3.4,0.12
16-09-2008,Female,Product,No,3,5,6.1,
26-05-2008,Female,Product,No,4,7,7.5,0.61
09-07-2008,Female,Service,Yes,1,1,3.1,0.11
22-11-2008,Female,Product,Yes,3,7,7.5,0.6
03-01-2008,Male,Service,No,2,6,8.8,0.72
17-08-2008,Male,Service,Yes,0,1,2.7,0.22
13-01-2008,Female,Product,No,1,2,,0.26
17-01-2008,Female,Product,No,1,3,4.1,0.31
05-10-2008,Male,Service,Yes,3,5,5,0.39
21-09-2008,Male,Service,No,1,,5,0.32
25-01-2008,Female,Product,Yes,0,2,5.1,0.27
25-10-2008,Male,Service,Yes,1,2,4.7,0.32
14-03-2008,Female,Product,Yes,3,6,6.4,0.52
14-12-2008,Female,Service,Yes,3,4,5.3,0.43
05-03-2008,Female,Service,No,3,6,7.3,0.54
22-05-2008,Female,Service,Yes,2,4,4.1,0.29
05-10-2008,Female,Product,No,2,4,6.5,0.54
18-01-2008,Female,Service,Yes,0,1,0.9,0.08
21-06-2008,Male,Service,Yes,4,6,8.1,0.61
11-11-2008,Female,Product,No,3,,8.2,0.64
25-03-2008,Female,Service,Yes,1,4,4.2,0.35
08-09-2008,Male,Product,No,2,5,8.4,0.65
21-10-2008,Male,Product,Yes,1,3,4.9,0.39
04-10-2008,Female,Service,No,3,5,8,0.62
26-01-2008,Female,Service,No,2,3,5.5,0.4
21-01-2008,Male,Service,Yes,0,2,5.4,0.3
06-03-2008,Female,Service,No,3,7,8.6,0.73
13-11-2008,Male,Service,No,2,4,6.6,0.51
18-06-2008,Female,Product,Yes,3,6,6.7,0.62
04-01-2008,Male,Service,Yes,2,,6.4,0.51
17-10-2008,Male,Service,Yes,3,,,0.79
04-10-2008,Male,Product,Yes,4,6,7.5,0.65
04-08-2008,Male,Service,No,4,7,7,0.65
05-03-2008,Male,Service,No,4,7,6.1,0.53
21-07-2008,Male,Service,No,3,7,6.7,0.64
29-06-2008,Female,Service,No,3,7,7.8,0.76
16-03-2008,Female,Product,Yes,3,6,5.3,0.5
14-03-2008,Female,Service,No,1,4,4.8,0.44
16-01-2008,Male,Service,Yes,2,5,5.6,0.53
25-02-2008,Female,Product,Yes,2,4,,0.22
08-07-2008,Female,Service,No,2,5,,0.51
29-08-2008,Female,Service,Yes,1,1,0.3,0
11-07-2008,Male,Service,Yes,2,4,4.3,0.32
24-03-2008,Male,Service,Yes,2,4,5.6,0.37
22-12-2008,Male,Service,No,2,5,6.6,0.58
11-02-2008,Female,Service,Yes,3,5,4.6,0.41
09-02-2008,Male,Service,Yes,4,,9.9,0.86
27-12-2008,Male,Service,Yes,2,4,4.2,0.32
07-04-2008,Male,Product,No,2,,,0.52
09-07-2008,Female,Service,Yes,2,5,5.5,
29-01-2008,Female,Service,Yes,2,4,3.2,0.22
05-07-2008,Female,Service,No,0,1,5.2,0.29
28-07-2008,Female,Product,Yes,2,3,2.6,0.15
05-09-2008,Male,Service,No,0,2,4.4,0.28
06-12-2008,Female,Service,No,2,6,7.5,0.55
14-10-2008,Female,Product,Yes,3,5,7.3,0.65
28-10-2008,Male,Service,No,3,6,7.5,
06-05-2008,Female,Service,No,0,1,2.2,0.08
10-03-2008,Male,Service,No,4,7,8.2,0.71
22-09-2008,Male,Service,Yes,1,4,6.9,0.49
19-10-2008,Male,Service,No,2,4,5,0.46
16-12-2008,Female,Service,Yes,2,3,,0.36
12-11-2008,Male,Service,Yes,1,2,2.5,0.09
09-09-2008,Male,Service,No,3,6,7.3,0.67
26-06-2008,Female,Service,Yes,2,5,6.2,0.5
16-11-2008,Female,Service,Yes,3,4,7.2,0.5
29-04-2008,Male,Product,No,4,6,7.4,0.68
27-10-2008,Female,Service,Yes,1,,2.3,
13-12-2008,Female,Product,No,2,4,5.1,0.47
15-02-2008,Female,Product,Yes,4,,10,1
04-08-2008,Male,Service,Yes,3,6,4.7,0.42
18-06-2008,Male,Product,Yes,2,6,7.4,0.56
07-03-2008,Male,Service,Yes,1,3,3,0.13
22-08-2008,Female,Service,No,3,6,7.8,0.72
18-09-2008,Male,Service,Yes,4,7,8,0.59
09-06-2008,Male,Service,No,2,6,7.2,0.59
11-12-2008,Female,Product,Yes,2,4,5.9,0.42
16-11-2008,Male,Service,No,3,6,6.4,0.53
18-06-2008,Male,Service,Yes,1,2,,0.23
14-03-2008,Female,Service,Yes,2,3,,0.26
04-11-2008,Male,Service,No,1,3,4.7,0.39
15-12-2008,Female,Product,Yes,0,1,3.1,0.22
26-06-2008,Male,Service,No,2,5,5.1,0.42
22-05-2008,Male,Service,No,1,2,5.1,
13-02-2008,Female,Service,No,3,,7.7,0.65
04-10-2008,Male,Service,Yes,3,5,7.4,0.68
29-09-2008,Male,Service,Yes,2,5,,0.39
20-11-2008,Female,Product,Yes,2,3,2.4,0.16
15-01-2008,Female,Product,No,2,4,6.1,0.58
12-12-2008,Male,Product,Yes,2,,5.2,0.33
03-04-2008,Female,Service,No,1,2,2.1,0.11
18-08-2008,Female,Service,Yes,2,3,5,0.39
21-06-2008,Male,Service,No,2,5,7.2,0.56
25-08-2008,Male,Service,Yes,1,1,5.3,0.28
21-09-2008,Female,Product,Yes,1,1,0.3,
01-01-2008,Female,Service,Yes,3,4,5.9,0.43
27-04-2008,Male,Product,No,2,4,5.8,0.53
12-05-2008,Male,Service,No,2,6,7.2,0.56
29-10-2008,Female,Service,Yes,1,2,1.7,0.11
08-01-2008,Male,Service,Yes,1,3,6.7,0.49
19-08-2008,Male,Product,Yes,4,,7,0.64
12-05-2008,Male,Service,No,4,9,8.3,0.7
29-09-2008,Female,Product,No,2,5,8.7,0.69
22-09-2008,Female,Service,No,4,6,7.7,0.56
28-09-2008,Male,Product,No,2,5,4.2,0.31
19-10-2008,Female,Service,Yes,3,7,7,0.67
01-06-2008,Female,Service,Yes,3,3,3.3,0.27
18-02-2008,Male,Service,Yes,1,2,,0.4
06-03-2008,Male,Product,Yes,4,8,7.7,0.7
15-03-2008,Female,Service,Yes,3,5,6,0.4
01-12-2008,Female,Service,Yes,2,4,3.8,0.2
05-08-2008,Male,Service,Yes,2,3,6.9,0.49
18-04-2008,Male,Service,Yes,5,,8.7,0.82
08-10-2008,Female,Service,Yes,1,3,4.3,0.37
16-12-2008,Female,Product,Yes,1,4,5.5,0.39
07-02-2008,Male,Service,No,0,1,0,0
04-01-2008,Female,Service,Yes,2,4,5.2,0.32
26-09-2008,Male,Product,No,1,,4.6,0.4
10-07-2008,Male,Service,Yes,0,1,2.4,0.11
16-01-2008,Female,Service,Yes,2,4,4.6,0.25
02-09-2008,Female,Service,Yes,2,3,5.6,0.37
09-07-2008,Female,Service,Yes,1,3,5.4,0.45
19-05-2008,Female,Service,Yes,1,3,2.4,0.15
16-08-2008,Female,Product,Yes,1,1,4.5,0.26
08-05-2008,Male,Service,No,3,7,7.8,0.57
20-06-2008,Male,Service,No,1,3,4.6,0.36
05-04-2008,Female,Service,Yes,3,5,5.4,0.43
20-02-2008,Male,Service,Yes,3,7,8,0.74
30-06-2008,Female,Service,Yes,2,5,7,
16-06-2008,Male,Product,No,2,3,4.1,0.29
28-03-2008,Female,Service,No,4,6,6.8,0.66
04-02-2008,Male,Service,Yes,0,1,0.3,0.03
01-10-2008,Male,Service,No,0,1,2.5,0.1
03-06-2008,Female,Service,No,2,4,5,0.39
10-11-2008,Female,Service,Yes,1,2,0.8,0
21-05-2008,Male,Service,No,1,1,5.1,0.29
20-02-2008,Female,Product,No,3,5,7.4,0.66
29-04-2008,Female,Product,No,2,4,5.6,0.35
18-11-2008,Female,Service,No,3,7,7.4,0.61
22-08-2008,Female,Product,Yes,1,4,5.4,0.34
16-04-2008,Female,Service,Yes,0,3,5.4,0.31
10-05-2008,Female,Service,Yes,1,4,5.1,0.37
07-05-2008,Female,Service,No,3,5,7.1,0.59
27-02-2008,Male,Service,Yes,2,3,6.9,0.48
17-05-2008,Female,Service,No,2,4,6.8,0.45
25-01-2008,Female,Service,Yes,1,2,2.4,0.16
11-03-2008,Female,Service,Yes,3,4,6.1,0.4
30-11-2008,Male,Product,Yes,1,4,6.3,0.47
15-10-2008,Female,Service,Yes,2,6,8.4,0.76
28-06-2008,Male,Service,No,3,6,8.6,0.68
27-04-2008,Male,Service,No,2,6,5.9,0.54
12-02-2008,Male,Service,Yes,3,8,8.3,0.7
17-08-2008,Female,Service,No,1,1,2.1,0.1
03-09-2008,Male,Product,No,3,6,7.8,0.62
22-07-2008,Female,Service,Yes,4,6,5.5,
07-09-2008,Male,Product,Yes,1,3,3.1,0.24
26-04-2008,Male,Service,No,2,5,6.4,0.61
08-10-2008,Male,Service,Yes,2,3,3.7,0.23
05-06-2008,Female,Product,Yes,2,5,6.6,0.43
27-03-2008,Male,Service,No,3,6,8.5,0.74
18-08-2008,Male,Service,Yes,2,5,6.3,0.55
27-05-2008,Male,Product,No,3,6,6.5,0.57
30-08-2008,Female,Service,Yes,2,3,5.7,0.43
02-01-2008,Male,Service,No,2,3,5.8,0.43
11-02-2008,Female,Product,No,4,7,6.7,0.66
03-09-2008,Female,Service,No,2,4,5,0.34
02-05-2008,Male,Service,No,3,6,8.2,0.68
19-04-2008,Female,Service,No,1,4,6.1,0.46
03-03-2008,Male,Product,No,0,1,2.3,0.14
18-10-2008,Male,Service,Yes,1,3,5.9,0.56
28-07-2008,Male,Service,No,2,2,1.7,0.12
06-05-2008,Male,Service,Yes,2,3,5,0.31
12-05-2008,Male,Service,No,1,1,3.9,0.27
14-04-2008,Female,Product,No,2,5,5.2,0.35
03-09-2008,Male,Service,Yes,2,4,5.9,0.35
02-10-2008,Male,Product,Yes,2,5,3.6,0.31
11-02-2008,Male,Service,No,2,6,,0.69
16-01-2008,Female,Service,No,3,7,7.5,0.65
25-10-2008,Female,Service,Yes,1,1,4.1,0.18
02-12-2008,Female,Service,Yes,2,4,6.3,0.48
25-05-2008,Male,Service,Yes,4,7,,0.68
27-12-2008,Male,Service,No,3,6,7.4,0.53
04-01-2008,Female,Product,No,3,5,8.2,0.63
17-07-2008,Male,Product,No,2,4,6.8,0.49
29-03-2008,Male,Service,Yes,3,7,7.9,0.58
29-02-2008,Female,Service,No,2,4,4.3,0.35
01-05-2008,Male,Service,No,3,8,8.7,0.7
29-07-2008,Male,Product,Yes,2,4,2.3,0.12
23-02-2008,Female,Service,Yes,4,7,7.3,0.66
31-01-2008,Male,Service,Yes,1,3,4,0.34
23-01-2008,Female,Service,Yes,3,5,4.3,0.36
11-09-2008,Female,Service,Yes,5,10,9.5,0.9
21-09-2008,Female,Service,Yes,1,1,1.9,0.04
31-12-2008,Female,Product,Yes,2,4,3.8,0.3
11-12-2008,Male,Service,Yes,3,6,6.4,0.5
11-12-2008,Male,Service,Yes,1,2,,0.26
21-02-2008,Male,Product,No,2,,7.6,0.65
16-10-2008,Female,Service,Yes,1,1,3.2,0.15
13-11-2008,Female,Service,No,3,7,6.9,0.63
20-09-2008,Male,Service,Yes,2,4,,0.32
15-12-2008,Female,Product,Yes,2,4,6.4,0.48
22-08-2008,Female,Service,No,2,6,8.8,0.74
04-09-2008,Female,Service,No,0,1,1.8,0.14
05-12-2008,Male,Product,No,4,8,7.7,0.59
03-06-2008,Male,Service,Yes,3,6,6.8,0.61
17-04-2008,Female,Service,No,4,7,6.9,0.67
13-07-2008,Male,Product,Yes,2,3,3.4,0.24
24-01-2008,Female,Service,Yes,2,4,4.1,0.36
06-08-2008,Male,Service,No,3,6,7.2,0.54
03-06-2008,Female,Product,Yes,2,,,
16-12-2008,Male,Service,Yes,2,4,7.2,0.53
07-06-2008,Male,Product,No,4,7,6.2,0.59
18-08-2008,Female,Service,Yes,1,2,4.7,0.27
23-06-2008,Male,Product,Yes,2,3,4.8,0.29
16-08-2008,Female,Product,Yes,3,6,,0.45
30-10-2008,Female,Service,Yes,1,1,2.3,0.15
01-05-2008,Male,Service,Yes,3,5,6.2,0.49
30-09-2008,Female,Service,No,2,4,2.9,0.2
09-06-2008,Female,Service,Yes,2,4,2.8,0.21
14-05-2008,Female,Service,Yes,3,5,7,0.48
08-10-2008,Female,Product,Yes,3,,6.4,0.46
03-08-2008,Female,Service,No,2,5,6.8,0.64
09-02-2008,Female,Service,Yes,2,4,,0.43
18-03-2008,Male,Service,No,2,6,5.8,0.51
18-05-2008,Male,Service,Yes,2,3,,0.43
21-11-2008,Male,Product,No,3,7,7.9,0.71
29-05-2008,Male,Product,No,3,5,4.9,0.4
09-12-2008,Male,Product,No,2,6,7.1,0.68
19-07-2008,Male,Product,No,1,5,6.5,0.52
23-08-2008,Female,Service,No,2,3,4.9,0.26
18-02-2008,Female,Product,Yes,1,3,4.8,0.24
14-06-2008,Female,Service,No,2,7,8.9,0.72
21-04-2008,Male,Service,No,2,,7.6,0.54
21-02-2008,Female,Service,No,2,3,4.5,0.39
09-03-2008,Female,Service,Yes,3,5,5.9,0.34
03-04-2008,Female,Service,Yes,1,3,5.5,0.5
05-10-2008,Female,Product,No,2,5,6,0.58
01-11-2008,Female,Service,Yes,2,4,6.6,0.46
